id,name,smiles
AApAci,1-butyl-3-methylimidazolium glycinate,CCCC[n+]1ccn(C)c1.NCC(=O)[O-]
AApAhN,N-butyronitrilepyridinium dicyanamide,N#CCCC[n+]1ccccc1.N#C[N-]C#N
AApDAZ,"4-amino-1,5-dimethyl-1H-tetrazol-4-ium perchlorate",Cc1n(C)nn[n+]1N.[O-]Cl(=O)(=O)=O
AApFFp,dimethyl(2-hydroxyethyl)(2-(2-hydroxyethoxy)ethyl)ammonium chloride,[Cl-].C[N+](CCOCCO)(CCO)C
AApFNR,3-butyl-1-(2-cyanoethyl)-1H-imidazol-3-ium chloride,CCCC[n+]1ccn(CCC#N)c1.[Cl-]
AApFXa,1-hexyl-3-methylpyridinium chloride,CCCCCC[n+]1cccc(C)c1.[Cl-]
AApHVR,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,Cn1cc[n+](CCO)c1.F[B-](F)(F)F
AApHZC,1-(methoxymethyl)-3-methylimidazolium tetrafluoroborate,COC[n+]1ccn(C)c1.F[B-](F)(F)F
AApIGa,Butyronitriletrimethylammonium tetrafluoroborate,C[N+](C)(C)CCCC#N.F[B-](F)(F)F
AApJoy,"3,5-diazido-1,2,4-triazolium nitrate",O=[N+]([O-])[O-].[N-]=[N+]=Nc1nc(N=[N+]=[N-])[nH+][nH]1
AApJqz,sodium dihydrogen citrate,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+]
AApKCF,1-(2-hydroxyethyl)pyridinium tricyanomethanide,N#C[C-](C#N)C#N.OCC[n+]1ccccc1
AApKJN,3-methyl-1-pentylimidazolium hydrogen carbonate,CCCCC[n+]1ccn(C)c1.O=C([O-])O
AApKJX,1-butyl-3-methylimidazolium glycolate,CCCC[n+]1ccn(C)c1.O=C([O-])CO
AApKLy,1-(2-methoxyethyl)-3-methylimidazolium propanoate,C(CC)(=O)[O-].COCCN1C=[N+](C=C1)C
AApKPw,1-(2-ethoxyethyl)-3-methylimidazolium acetate,C(C)(=O)[O-].C(C)OCCN1C=[N+](C=C1)C
AApKcm,3-methyl-1-propylimidazolium 2-hydroxypropanoate,CC(O)C(=O)[O-].CCC[n+]1ccn(C)c1
AApKhv,1-ethyl-3-(2-methoxyethyl)imidazolium acetate,CC(=O)[O-].CC[n+]1ccn(CCOC)c1
AApLNt,1-butyl-1-methylpiperidinium thiocyanate,CCCC[N+]1(C)CCCCC1.N#C[S-]
AApLYs,1-tetradecanol,CCCCCCCCCCCCCCO
AApSNx,methyl 4-bromobenzoate,COC(=O)c1ccc(Br)cc1
AApStB,1-allyl-3-vinylimidazolium bromide,C=CC[n+]1ccn(C=C)c1.[Br-]
AApTYC,"4-(2-azidoethyl)-1-methyl-4H-1,2,4-triazol-1-ium nitrate",C[n+]1cn(CCN=[N+]=[N-])cn1.O=[N+]([O-])[O-]
AApTeu,"1-(2-azidoethyl)-4-methyl-1,2,4-triazolium nitrate",Cn1cn[n+](CCN=[N+]=[N-])c1.O=[N+]([O-])[O-]
AApUQJ,anilinium benzoate,C(C1=CC=CC=C1)(=O)[O-].[NH3+]C1=CC=CC=C1
AApUaO,N-methyl-2-oxopyrrolidinium hexanoate,CCCCCC(=O)[O-].C[N+]=1CCCC1O
AApUfc,1-methyl-3-pentylimidazolium nitrate,CCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-]
AApUki,3-ethyl-1-methyl-1H-imidazolium L-serinate,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-]
AApUyt,1-(2-hydroxyethyl)-3-methylimidazolium L-alaninate,C[C@H](N)C(=O)[O-].Cn1cc[n+](CCO)c1
AApYrH,"6-chloro-N-ethyl-N'-(1-methylethyl)-1,3,5-triazine-2,4-diamine",CCNc1nc(Cl)nc(NC(C)C)n1
AApYuh,1-methyl-2-oxopyrrolidin-1-ium sulfurochloridate,C[N+]=1CCCC1O.O=S(=O)([O-])Cl
AApZeG,benzyl(2-hydroxyethyl)dimethylammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-]
AApbyd,"1,4-dibromobutane",BrCCCCBr
AApcDG,1-(2-aminoethyl)-1-methylpyrrolidinium tetrafluoroborate,C[N+]1(CCN)CCCC1.F[B-](F)(F)F
AApdQs,1-butylpyridinium bromide,CCCC[n+]1ccccc1.[Br-]
AApdkU,"2,6-diamino-3,5-dinitropyrazine 1-oxide",Nc1c([N+](=O)[O-])nc([N+](=O)[O-])c(N)[n+]1[O-]
AApdxw,"4-amino-1-(2-azidoethyl)-4H-1,2,4-triazol-1-ium nitrate",O=[N+]([O-])[O-].[N-]=[N+]=NCC[n+]1cn(N)cn1
AApeGS,sodium octane-1-sulfonate,CCCCCCCCS(=O)(=O)[O-].[Na+]
AApePX,1-butyl-4-methylpyridinium dicyanamide,CCCC[n+]1ccc(C)cc1.N#C[N-]C#N
AApefh,1-butyl-3-methylpyridinium dicyanamide,CCCC[n+]1cccc(C)c1.N#C[N-]C#N
AApejX,guanidinium sulfate,NC(N)=[NH2+].NC(N)=[NH2+].O=S(=O)([O-])[O-]
AApenP,1-pentylpyridinium dicyanamide,CCCCC[n+]1ccccc1.N#C[N-]C#N
AAperP,1-(3-cyanopropyl)-3-methylimidazolium cyanocyanamide,Cn1cc[n+](CCCC#N)c1.N#C[N-]C#N
AApfDA,"N,N'-dimethyl-N-propylpiperazinium acetate",CC(=O)[O-].CCC[N+]1(C)CCN(C)CC1
AApfyV,thianthrene,c1ccc2c(c1)Sc1ccccc1S2
AApiwC,1-ethenyl-3-(2-ethoxy-2-oxoethyl)-imidazolium chloride,C=C[n+]1ccn(CC(=O)OCC)c1.[Cl-]
AApjgK,1-heptyl-3-methylimidazolium chloride,CCCCCCC[n+]1ccn(C)c1.[Cl-]
AApmOO,tetraethylammonium tetrafluoroborate,CC[N+](CC)(CC)CC.F[B-](F)(F)F
AApmYA,"N,N-diethyl-N-methylpropan-1-aminium tetrafluoroborate",CCC[N+](C)(CC)CC.F[B-](F)(F)F
AApoCg,1-(2-cyanoethyl)imidazolium methanesulfonate,CS(=O)(=O)[O-].N#CCCn1cc[nH+]c1
AApoOE,1-ethyl-3-methylpyridin-1-ium methanesulfonate,CC[n+]1cccc(C)c1.CS(=O)(=O)[O-]
AApoWU,L-alanyl-L-glutamine,C[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(=O)O
AAppIo,N-methyl-N-propylpyrrolidinium lactate,CC(O)C(=O)[O-].CCC[N+]1(C)CCCC1
AAppNn,choline cyclopentane carboxylate,C[N+](C)(C)CCO.O=C([O-])C1CCCC1
AAppTo,"N,N,N-triethylbutanaminium acetate",CC(=O)[O-].CCCC[N+](CC)(CC)CC
AApprz,N-methylmorpholinium hexanoate,CCCCCC(=O)[O-].C[NH+]1CCOCC1
AApwPO,1-iodo-2-methylbenzene,Cc1ccccc1I
AApwRK,1-iodo-3-methylbenzene,Cc1cccc(I)c1
AApwYR,"N-(3,4-dichlorophenyl)propanamide",CCC(=O)Nc1ccc(Cl)c(Cl)c1
AApwtO,4-iodotoluene,Cc1ccc(I)cc1
AApxtg,"sodium (2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoate",O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Na+]
AApyQt,"2-hydroxy-N,N,N-trimethylethanaminium L-prolinate",C[N+](C)(C)CCO.O=C([O-])[C@@H]1CCCN1
AAqDZS,3-(6-hydroxyhexyl)-1-methylimidazolium chloride,C[n+]1ccn(CCCCCCO)c1.[Cl-]
AAqGQD,"N-ethyl-2-methoxy-N,N-dimethylethan-1-aminium tetrafluoroborate",CC[N+](C)(C)CCOC.F[B-](F)(F)F
AAqHIt,"3-(1,1-dihydroxypropyl)-1-methyl-1H-imidazolium nitrate",C[n+]1ccn(CCCO)c1.O=[N+]([O-])[O-]
AAqHiH,1-butyl-3-methylimidazolium bromide,CCCC[n+]1ccn(C)c1.[Br-]
AAqIBQ,1-butyl-3-ethylimidazolium dicyanamide,CCCC[n+]1ccn(CC)c1.N#C[N-]C#N
AAqIIX,1-(3-cyanopropyl)-1-methylpyrrolidinium dicyanamide,C[N+]1(CCCC#N)CCCC1.N#C[N-]C#N
AAqIKq,potassium bis(fluorosulfonyl)amide,O=S(=O)(F)[N-]S(=O)(=O)F.[K+]
AAqIgK,3-methyl-1-pentylimidazolium dicyanamide,CCCCC[n+]1ccn(C)c1.N#C[N-]C#N
AAqIgw,"1,3-dimethylpyridinium methyl sulfate",COS(=O)(=O)[O-].Cc1ccc[n+](C)c1
AAqIsO,1-(2-cyanoethyl)imidazolium hydrogen sulfate,N#CCCn1cc[nH+]c1.O=S(=O)([O-])O
AAqJKU,"N,N-diethyl-2-ethanolammonium pentanoate",CCCCC(=O)[O-].CC[NH+](CC)CCO
AAqJgN,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",CCCCCC(=O)[O-].C[N+](C)(C)CCO
AAqRPb,1-aminopropyl-3-methylimidazolium bromide,CCC(N)[n+]1ccn(C)c1.[Br-]
AAqRZu,"7,7,8,8,8-pentafluoro-1-octanol",OCCCCCCC(F)(F)C(F)(F)F
AAqSBO,3-(3-allyl-1H-imidazol-3-ium-1-yl)propanenitrile thiocyanate,C=CC[n+]1ccn(CCC#N)c1.N#C[S-]
AAqSFu,3-ethyl-1-methyl-1H-imidazolium ethanesulfonate,CCS(=O)(=O)[O-].CCn1cc[n+](C)c1
AAqSHV,1-ethyl-3-methylimidazolium hydrogen ethylphosphonate,CCP(=O)([O-])O.CC[n+]1ccn(C)c1
AAqSZu,3-ethenyl-1-methyl-1H-imidazol-3-ium methyl sulfate,C=C[n+]1ccn(C)c1.COS(=O)(=O)[O-]
AAqScQ,3-ethyl-1-methyl-1H-imidazol-3-ium ethyl phosphonate,CCO[PH](=O)[O-].CC[n+]1ccn(C)c1
AAqSzf,"4,5-diphenylimidazole",c1ccc(-c2nc[nH]c2-c2ccccc2)cc1
AAqTcj,"1,5-diazabicyclo[4.3.0]non-5-enium 3,5-dimethylpyrazolide",C1C[NH+]=C2CCCN2C1.Cc1cc(C)[n-]n1
AAqTxv,"2,6-bis(1,1-dimethylethyl)-4-methylphenol",Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
AAqWHz,1-(2-(2-methoxyethoxy)ethyl)-3-methylimidazolium chloride,COCCOCC[n+]1ccn(C)c1.[Cl-]
AAqYOx,silver trifluoroacetate,O=C([O-])C(F)(F)F.[Ag+]
AAqbEg,1-ethylpyridinium trifluoroacetate,CC[n+]1ccccc1.O=C([O-])C(F)(F)F
AAqbbL,"1,5-diamino-4-methyl-1H-tetrazolium dinitramide",Cn1nnn(N)c1=[NH2+].O=[N+]([O-])[N-][N+](=O)[O-]
AAqbqA,"N-(cyanomethyl)-N,N,N-triethylammonium bromide",CC[N+](CC)(CC)CC#N.[Br-]
AAqcRy,"4-methyl-1-propyl-1,2,4-triazolium methanesulfonate",CCC[n+]1cn(C)cn1.CS(=O)(=O)[O-]
AAqcTz,"N-(2-hydroxyethyl)-N,N-dimethyl-1-butanaminium 2-hydroxyacetate",CCCC[N+](C)(C)CCO.O=C([O-])CO
AAqcec,1-ethyl-3-(2-methoxyethyl)imidazolium dicyanamide,CC[n+]1ccn(CCOC)c1.N#C[N-]C#N
AAqcji,"2-hydroxy-N,N,N-trimethylethanaminium 3-carboxypropanoate",C[N+](C)(C)CCO.O=C([O-])CCC(=O)O
AAqcst,1-(2-ethoxyethyl)-3-ethylimidazolium dicyanamide,CCOCC[n+]1ccn(C)c1.N#C[N-]C#N
AAqctO,1-methyl-3-(propoxymethyl)-1H-imidazolium dicyanamide,CCCOCn1cc[n+](C)c1.N#C[N-]C#N
AAqfqf,tris(hydroxymethyl)methylammonium perchlorate,C[N+](CO)(CO)CO.[O-]Cl(=O)(=O)=O
AAqiHP,tetrapropylammonium chloride,CCC[N+](CCC)(CCC)CCC.[Cl-]
AAqirA,dihexylammonium chloride,CCCCCC[NH2+]CCCCCC.[Cl-]
AAqitB,tributylammonium chloride,CCCC[NH+](CCCC)CCCC.[Cl-]
AAqlOz,1-methyl-3-propylimidazolium dihydrogen phosphate,CCCn1cc[n+](C)c1.O=P([O-])(O)O
AAqlQM,1-butyl-1-methylpyrrolidinium bromide,CCCC[N+]1(C)CCCC1.[Br-]
AAqlRf,1-methyl-1-propylpiperidinium bromide,CCC[N+]1(C)CCCCC1.[Br-]
AAqlaB,"1,3-dimethylimidazolium dimethyl phosphate",COP(=O)([O-])OC.Cn1cc[n+](C)c1
AAqmCD,1-propyl-3-methylimidazolium hydrogen sulfate,CCC[n+]1ccn(C)c1.O=S(=O)([O-])O
AAqmFg,"1-ethyl-2,3-dimethylimidazolium hydrogen sulfate",CC[n+]1ccn(C)c1C.O=S(=O)([O-])O
AAqmFh,"2,5,8,11,14-pentaoxapentadecane",COCCOCCOCCOCCOC
AAqmGa,1-ethyl-3-methylimidazolium uracilide,[N-]1C(=O)NC(=O)C=C1.C(C)N1C=[N+](C=C1)C
AAqmGb,cholinium L-threoninate,N[C@@H]([C@H](O)C)C(=O)[O-].OCC[N+](C)(C)C
AAqmMK,1-ethyl-3-methylimidazolium imidazole-2-carboxylate,CC[n+]1ccn(C)c1.O=C([O-])c1ncc[nH]1
AAqmVN,1-ethyl-3-methylimidazolium methyl sulfate,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-]
AAqmXo,1-isopropyl-3-methylimidazolium hydrogen sulfate,CC(C)[n+]1ccn(C)c1.O=S(=O)([O-])O
AAqmei,diethyl phthalate,CCOC(=O)c1ccccc1C(=O)OCC
AAqmyw,1-butylimidazolium hydrogen sulfate,CCCCn1cc[nH+]c1.O=S(=O)([O-])O
AAqnPn,1-butyl-1-methylpiperidinium dicyanamide,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N
AAqndS,"1-butyl-3,5-dimethylpyridinium thiocyanate",CCCC[n+]1cc(C)cc(C)c1.N#C[S-]
AAqnjS,1-hexylpyridinium thiocyanate,CCCCCC[n+]1ccccc1.N#C[S-]
AAqtmD,benzothiazolium tetrafluoroborate,F[B-](F)(F)F.c1ccc2sc[nH+]c2c1
AAqtmM,1-(2-cyanoethyl)-3-methylimidazolium tetrafluoroborate,Cn1cc[n+](CCC#N)c1.F[B-](F)(F)F
AAquMR,1-butylpyridinium tetrafluoroborate,CCCC[n+]1ccccc1.F[B-](F)(F)F
AAqwEP,dimethylethylammonium trifluoromethanesulfonate,CC[NH+](C)C.O=S(=O)([O-])C(F)(F)F
AAqwyl,N-ethyl-N-methylpyrrolidinium ethylphosphonate,CCO[PH](=O)[O-].CC[N+]1(C)CCCC1
AAqxhf,benzylmethylammonium hexanoate,CCCCCC(=O)[O-].C[NH2+]Cc1ccccc1
AAqxqp,1-hexylpyridinium acetate,CC(=O)[O-].CCCCCC[n+]1ccccc1
AArEfR,1-isobutenyl-3-methylimidazolium tetrafluoroborate,CC(C)=C[n+]1ccn(C)c1.F[B-](F)(F)F
AArFGw,1-ethyl-3-methylimidazolium trifluoroacetate,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F
AArFNJ,4-methyl-4-propylmorpholinium bromide,CCC[N+]1(C)CCOCC1.[Br-]
AArFYq,hexyltrimethylammonium bromide,CCCCCC[N+](C)(C)C.[Br-]
AArGna,3-[3-(2-hydroxyethyl)-1H-imidazol-3-ium-1-yl]propanenitrile thiocyanate,N#CCCn1cc[n+](CCO)c1.N#C[S-]
AArHrK,4-butyl-4-methylmorpholinium N-cyanocyanamide,CCCC[N+]1(C)CCOCC1.N#C[N-]C#N
AArJLo,"3-azido-1-methyl-1H-1,2,4-triazol-1-ium perchlorate",CN1C=[NH+]C(N=[N+]=[N-])=N1.[O-]Cl(=O)(=O)=O
AArOyn,pyridinium hexafluorophosphate,F[P-](F)(F)(F)(F)F.c1cc[nH+]cc1
AArQBJ,choline benzoate,C[N+](C)(C)CCO.O=C([O-])c1ccccc1
AArQKv,N-(2-hydroxyethyl)benzenaminium butyrate,CCCC(=O)[O-].OCC[NH2+]c1ccccc1
AArQSv,1-butyl-3-vinylimidazolium glycinate,CCCC[N+]1=CN(C=C1)C=C.C(C(=O)[O-])N
AArQav,1-ethyl-3-methyl-1H-imidazolium L-prolinate,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1
AArQjs,9-[(2-hydroxyethoxyl)methyl]guanine,Nc1nc2c(ncn2COCCO)c(=O)[nH]1
AArRzj,1-hexyl-3-methylimidazolium thiocyanate,CCCCCC[n+]1ccn(C)c1.N#C[S-]
AArYBF,1-butyl-3-methylimidazolium tetrafluoroborate,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F
AArYZH,1-ethyl-3-methylimidazolium tetracyanoborate,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N
AArYgy,"1-methyl-4-amino-1,2,4-triazolium iodide",C[n+]1cn(N)cn1.[I-]
AArYos,"1,2-dimethyl-3-propylimidazolium tetrafluoroborate",CCCn1cc[n+](C)c1C.F[B-](F)(F)F
AArZTv,"N-(2-hydroxyethyl)-N,N-dimethylbutanaminium bromide",CCCC[N+](C)(C)CCO.[Br-]
AArZic,N-methyl-N-(2-hydroxyethyl)morpholinium bromide,C[N+]1(CCO)CCOCC1.[Br-]
AAraVO,cholinium nicotinate,C[N+](C)(C)CCO.O=C([O-])c1cccnc1
AAraWL,dipotassium meso-tartrate,O=C([O-])[C@@H](O)[C@@H](O)C(=O)[O-].[K+].[K+]
AAraWc,1-hexylpyridinium nitrate,CCCCCC[n+]1ccccc1.O=[N+]([O-])[O-]
AAraXs,4-(3-hydroxypropyl)-4-methylmorpholinium dicyanamide,C[N+]1(CCCO)CCOCC1.N#C[N-]C#N
AAraev,1-ethyl-3-methylimidazolium levulinate,C(CCC(=O)C)(=O)[O-].C(C)N1C=[N+](C=C1)C
AArauZ,dipotassium L-tartrate,O=C([O-])[C@H](O)[C@@H](O)C(=O)[O-].[K+].[K+]
AArbTa,1-methyl-3-pentylimidazolium propanoate,CCC(=O)[O-].CCCCCn1cc[n+](C)c1
AArbVY,3-butyl-1-methyl-1H-imidazolium butanoate,CCCC(=O)[O-].CCCCn1cc[n+](C)c1
AArbij,3-hexyl-1-methylimidazolium acetate,CC(=O)[O-].CCCCCCn1cc[n+](C)c1
AArbyX,1-butyl-3-methylimidazolium 2-methylpropanoate,CC(C)C(=O)[O-].CCCC[n+]1ccn(C)c1
AArcDW,hexadecane,CCCCCCCCCCCCCCCC
AAriGj,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F
AArkXl,1-octanaminium dihydrogen phosphate,CCCCCCCC[NH3+].O=P([O-])(O)O
AArkgG,1-ethyl-1-methylpyrrolidinium trifluoroacetate,CC[N+]1(C)CCCC1.O=C([O-])C(F)(F)F
AArkqy,"N-ethyl-N,N-dimethylprop-2-en-1-aminium trifluoroacetate",C=CC[N+](C)(C)CC.O=C([O-])C(F)(F)F
AArlDw,1-ethyl-3-methylimidazolium L-valinate,CC(C)[C@H](N)C(=O)[O-].CC[n+]1ccn(C)c1
AArlXo,1-butyl-3-methylimidazolium alaninate,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-]
AArlZb,"2-methylthio-4-ethylamino-6-isopropylamino-1,3,5-triazine",CCNc1nc(NC(C)C)nc(SC)n1
AArlcj,"N,N-diethyl-N-methylethanaminium methyl sulfate",CC[N+](C)(CC)CC.COS(=O)(=O)[O-]
AArljU,1-methyl-3-pentylimidazolium glycinate,NCC(=O)[O-].CN1C=[N+](C=C1)CCCCC
AArlns,"1-butyl-2,3-dimethylimidazolium glycinate",CCCC[n+]1ccn(C)c1C.NCC(=O)[O-]
AArlzo,3-butyl-1-methyl-1H-imidazolium L-alaninate,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-]
AAroFR,sodium chloro(tosyl)amide,CC1=CC=C(C=C1)S(=O)(=O)[N-]Cl.[Na+]
AArpEf,N-octylpyridinium chloride,CCCCCCCC[n+]1ccccc1.[Cl-]
AArplv,1-heptyl-3-methylpyridinium chloride,CCCCCCC[n+]1cccc(C)c1.[Cl-]
AArrmo,1-(2-methoxyethyl)-3-methyl-imidazolium tetrafluoroborate,COCC[n+]1ccn(C)c1.F[B-](F)(F)F
AArruv,"1-(2-hydroxyethyl)-2,3-dimethylimidazolium tetrafluoroborate",Cc1n(C)cc[n+]1CCO.F[B-](F)(F)F
AArswD,acetylferrocene,CC(=O)[c-]1cccc1.[Fe+2].c1cc[cH-]c1
AArtKI,1-(2-fluoroethyl)imidazolium trifluoroacetate,FC(C(=O)[O-])(F)F.FCCN1C=[NH+]C=C1
AAruCG,"2,2-(4',4''-dihydroxy)diphenylpropane",CC(C)(c1ccc(O)cc1)c1ccc(O)cc1
AAruIS,benz[a]anthracene,c1ccc2cc3c(ccc4ccccc43)cc2c1
AAruUX,".alpha.-hydroxy-.alpha.,.alpha.-diphenylethanoic acid",O=C(O)C(O)(c1ccccc1)c1ccccc1
AAruWK,1-butyl-3-methylimidazolium lactate,CC(O)C(=O)[O-].CCCC[n+]1ccn(C)c1
AAruhC,1-(2-ethoxyethyl)-3-methylimidazolium propanoate,C(CC)(=O)[O-].C(C)OCCN1C=[N+](C=C1)C
AAruhe,1-(3-hydroxypropyl)pyridinium tricyanomethanide,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1
AArumu,1-butyl-3-methylimidazolium L-lactate,CCCC[n+]1ccn(C)c1.C[C@H](O)C(=O)[O-]
AArutK,chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21
AAruvM,1-(2-methoxyethyl)pyridinium tricyanomethanide,COCC[n+]1ccccc1.N#C[C-](C#N)C#N
AArvBo,tetradecanoic acid,CCCCCCCCCCCCCC(=O)O
AArvXd,1-hexyl-1-methylpyrrolidinium thiocyanate,CCCCCC[N+]1(C)CCCC1.N#C[S-]
AArwUP,1-pentadecanol,CCCCCCCCCCCCCCCO
AAsCNC,1-butyl-1-methylpyrrolidinium tetrafluoroborate,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F
AAsDGu,"2,4,6-trinitrophenol",O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1
AAsEJq,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N
AAsEKs,1-methyl-3-propylimidazolium L-serinate,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-]
AAsELC,1-(2-methoxyethyl)-3-methylimidazolium L-alaninate,COCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-]
AAsESv,"N,N,N',N'-tetramethylguanidine 2,2,2-trifluoroacetate",CN(C)C(=[NH2+])N(C)C.O=C([O-])C(F)(F)F
AAsEXb,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO
AAsErb,1-hexyl-3-methylimidazolium nitrate,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-]
AAsEvc,3-ethyl-1-methyl-1H-imidazol-3-ium L-threoninate,CC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-]
AAsFoi,1-ethyl-1-methylpyrrolidinium levulinate,C(CCC(=O)C)(=O)[O-].C(C)[N+]1(CCCC1)C
AAsFqo,1-ethyl-1-methylpyrrolidinium hexanoate,CCCCCC(=O)[O-].CC[N+]1(C)CCCC1
AAsGtw,Dodecyldimethylamine oxide,CCCCCCCCCCCC[N+](C)(C)[O-]
AAsImE,quinolinium perchlorate,[O-]Cl(=O)(=O)=O.c1ccc2[nH+]cccc2c1
AAsJNc,"2-chloro-4,6-bis(isopropylamino)-1,3,5-triazine",CC(C)Nc1nc(Cl)nc(NC(C)C)n1
AAsJpx,tetraethylammonium perchlorate,CC[N+](CC)(CC)CC.[O-]Cl(=O)(=O)=O
AAsJzl,dibutylammonium perchlorate,CCCC[NH2+]CCCC.[O-]Cl(=O)(=O)=O
AAsLNN,"1,5-dibromopentane",BrCCCCCBr
AAsMsK,disodium L-tartrate dihydrate,O.O.O=C([O-])[C@H](O)[C@@H](O)C(=O)[O-].[Na+].[Na+]
AAsNDd,benzyltrimethylammonium bromide,C[N+](C)(C)Cc1ccccc1.[Br-]
AAsNVj,1-butyl-4-methylpyridinium bromide,CCCC[n+]1ccc(C)cc1.[Br-]
AAsNwR,1-butyl-3-methylpyridinium bromide,CCCC[n+]1cccc(C)c1.[Br-]
AAsOZs,"3-(3-cyanopropyl)-1,2-dimethylimidazolium cyanocyanamide",Cc1n(CCCC#N)cc[n+]1C.N#C[N-]C#N
AAsOwS,(S)-(+)-naproxen,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1
AAsPMR,"1-butyl-2,3-dimethylpyridinium dicyanamide",CCCC[n+]1cccc(C)c1C.N#C[N-]C#N
AAsPvY,"1-butyl-3,5-dimethylpyridinium dicyanamide",CCCC[n+]1cc(C)cc(C)c1.N#C[N-]C#N
AAsPxK,1-hexylpyridinium dicyanamide,CCCCCC[n+]1ccccc1.N#C[N-]C#N
AAsSAc,3-(1-ethoxy-1-oxopropan-2-yl)-1-vinyl-1H-imidazol-3-ium chloride,C=Cn1cc[n+](C(C)C(=O)OCC)c1.[Cl-]
AAsTjr,1-methyl-3-octylimidazolium chloride,CCCCCCCCn1cc[n+](C)c1.[Cl-]
AAsVDg,rubidium carbonate,O=C([O-])[O-].[Rb+].[Rb+]
AAsWAF,"N,N-diethyl-N-methylbutan-1-aminium tetrafluoroborate",CCCC[N+](C)(CC)CC.F[B-](F)(F)F
AAsWvs,1-(2-methoxyethyl)-1-methylpyrrolidinium tetrafluoroborate,COCC[N+]1(C)CCCC1.F[B-](F)(F)F
AAsXKH,3-butyl-1-vinyl-1H-imidazol-3-ium bromide,C=Cn1cc[n+](CCCC)c1.[Br-]
AAsYXk,"triethyl(methoxymethyl)phosphonium 1,2,3-triazolide",CC[P+](CC)(CC)COC.c1c[n-]nn1
AAsYfo,benzothiazolium methanesulfonate,CS(=O)(=O)[O-].c1ccc2sc[nH+]c2c1
AAsYxq,aniline 2-hydroxybenzoate,OC1=C(C(=O)[O-])C=CC=C1.[NH3+]C1=CC=CC=C1
AAsYza,1-(2-hydroxyethyl)-3-methylimidazolium L-serinate,Cn1cc[n+](CCO)c1.N[C@@H](CO)C(=O)[O-]
AAsZFc,N-methyl-N-propylpiperidinium lactate,CC(O)C(=O)[O-].CCC[N+]1(C)CCCCC1
AAsZcV,3-ethyl-1-methyl-1H-imidazol-3-ium L-cysteinate,CC[n+]1ccn(C)c1.N[C@@H](CS)C(=O)[O-]
AAsZfw,"2-hydroxy-N,N,N-trimethylethan-1-aminium cyclohexanecarboxylate",C[N+](C)(C)CCO.O=C([O-])C1CCCCC1
AAsZiz,"1,1,3,3-tetramethylguanidinium hexanoate",CCCCCC(=O)[O-].CN(C)C(=[NH2+])N(C)C
AAsZuF,N-ethylmorpholinium hexanoate,CCCCCC(=O)[O-].CC[NH+]1CCOCC1
AAsgNr,"1,1,2,2-tetrafluoro-3-(1,1,2,2-tetrafluoroethoxy)propane",FC(F)C(F)(F)COC(F)(F)C(F)F
AAshsX,"3-ethyl-1,2-dimethyl-4-nitro-1H-imidazol-3-ium nitrate",CC[n+]1c([N+](=O)[O-])cn(C)c1C.O=[N+]([O-])[O-]
AAsiMb,(1S)-(+)-10-camphorsulfonic acid,CC1(C)C2CC[C@@]1(CS(=O)(=O)O)C(=O)C2
AAsiXD,(1R)-(-)-10-camphorsulfonic acid,CC1(C)C2CC[C@]1(CS(=O)(=O)O)C(=O)C2
AAsjdp,1-butyl-1-methylpyrrolidinium tricyanomethanide,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N
